295856,1897581,def-14A,,https://www.sec.gov/Archives/edgar/data/1494650/000149465024000047/optnprelimproxy20233.htm
295857,1927702,def-14A,,https://www.sec.gov/Archives/edgar/data/1816431/000114036123014533/ny20007250x4_def14a.htm
295858,1859810,def-14A,,https://www.sec.gov/Archives/edgar/data/1728117/000172811723000040/goss-20230427.htm
295859,1185981,def-14A,,https://www.sec.gov/Archives/edgar/data/1499422/000143774923014237/rbb20230320_def14a.htm
295860,1860885,def-14A,,https://www.sec.gov/Archives/edgar/data/1853816/000165495423008352/drma_def14a.htm
295861,1758108,def-14A,,https://www.sec.gov/Archives/edgar/data/1326732/000132673224000017/xncr-20240423.htm
295862,1770823,def-14A,,https://www.sec.gov/Archives/edgar/data/1662774/000119312523102037/d471617ddef14a.htm
295863,1637219,def-14A,,https://www.sec.gov/Archives/edgar/data/1564824/000095017024047043/allk-def_14a-2024_proxy_.htm
295864,1234561,def-14A,,https://www.sec.gov/Archives/edgar/data/1185348/000119312524122822/d551555ddef14a.htm
295865,1291809,def-14A,,https://www.sec.gov/Archives/edgar/data/1024305/000102430523000069/coty-20230921.htm
295866,1607889,def-14A,,https://www.sec.gov/Archives/edgar/data/1690820/000169082024000138/cvna-20240326.htm
295867,1263523,def-14A,,https://www.sec.gov/Archives/edgar/data/937098/000093709824000080/tnet-20240411.htm
295868,1970635,def-14A,,https://www.sec.gov/Archives/edgar/data/752714/000095017023015752/mgrc-20230426.htm
295869,1849739,def-14A,,https://www.sec.gov/Archives/edgar/data/1326110/000132611023000050/ibrx-20230427.htm
295870,1198423,def-14A,,https://www.sec.gov/Archives/edgar/data/1574540/000157454023000113/doc-20230323.htm
295871,2013453,def-14A,,https://www.sec.gov/Archives/edgar/data/1506307/000150630724000022/kmi-20240326.htm
295872,1345767,def-14A,,https://www.sec.gov/Archives/edgar/data/1350653/000095017024049245/atec-20240426.htm
295873,1342502,def-14A,,https://www.sec.gov/Archives/edgar/data/1873835/000149315223013537/formdef-14a.htm
295874,1202212,def-14A,,https://www.sec.gov/Archives/edgar/data/794170/000079417023000013/tol2022def14a.htm
295875,1469228,def-14A,,https://www.sec.gov/Archives/edgar/data/1464423/000119312523110599/d438821ddef14a.htm
295876,1277307,def-14A,,https://www.sec.gov/Archives/edgar/data/1575793/000110465924052949/tm2412475-1_def14a.htm
295877,1778634,def-14A,,https://www.sec.gov/Archives/edgar/data/1169770/000116977023000031/banc-20230330.htm
295878,1959299,def-14A,,https://www.sec.gov/Archives/edgar/data/1418135/000119312523127023/d410624ddef14a.htm
295879,1848760,def-14A,,https://www.sec.gov/Archives/edgar/data/1906324/000190632423000020/qdel-20230405.htm
295880,1632295,def-14A,,https://www.sec.gov/Archives/edgar/data/1566044/000110465923117180/tm2330482-1_def14a.htm
295881,1824720,def-14A,,https://www.sec.gov/Archives/edgar/data/899923/000089992324000022/mygn-20240417.htm
